Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille;Flag_enfant
H;52;Marie;Exerce profession;Technicien;Non;7;2;Non;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
F;58;Divorce;Exerce profession;Profession intermediaire;Non;5;1;Non;Non;Non;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;43;Divorce;Exerce profession;Employe de bureau;Non;1;2;Non;Oui;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;43;Marie;Exerce profession;Employe de bureau;Non;3;4;Oui;Oui;Oui;42,86;Non;34,29;Non;Oui;Comme il faut;1
F;70;Marie;Autre inactif;Employe de bureau;Non;5;5;Non;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;21;Celibataire;Exerce profession;Technicien;Non;2;0;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
F;68;Veuf;Retraite;Ouvrier specialise;Non;2;5;Non;Non;Non;360,0;Non;60,0;Non;Non;Comme il faut;1
H;55;Marie;Exerce profession;Technicien;Non;1;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;61;Divorce;Autre inactif;Non concerne;Non;5;8;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;28;Marie;Autre inactif;Employe de bureau;Non;4;3;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;39;Celibataire;Exerce profession;Ouvrier specialise;Non;2;0;Non;Oui;Non;56,0;Non;0,0;Oui;Oui;Comme il faut;0
H;74;Marie;Retraite;Technicien;Non;3;0;Non;Non;Non;540,0;Non;0,0;Non;Non;Comme il faut;0
F;88;Celibataire;Retraite;Ouvrier qualifie;Non;1;0;Non;Oui;Non;360,0;Non;0,0;Non;Non;Comme il faut;0
H;41;Celibataire;Exerce profession;Ouvrier specialise;Non;4;3;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;30;Celibataire;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Oui;300,0;Non;0,0;Non;Non;Pas assez;1
H;35;Marie;Exerce profession;Autre;Non;4;2;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;57;Divorce;Exerce profession;Non concerne;Non;1;2;Oui;Oui;Non;180,0;Non;0,0;Non;Oui;Comme il faut;1
H;48;Marie;Exerce profession;Technicien;Non;3;2;Non;Non;Non;17,14;Non;0,0;Non;Non;Comme il faut;1
H;46;Marie;Exerce profession;Ouvrier qualifie;Non;2;2;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;31;Celibataire;Exerce profession;Employe de bureau;Non;5;1;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
H;74;Marie;Retraite;Ouvrier specialise;Non;12;3;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;55;Marie;Exerce profession;Cadre;Non;8;4;Oui;Non;Oui;60,0;Non;0,0;Non;Non;Pas assez;1
H;56;Marie;Exerce profession;Ouvrier qualifie;Non;3;3;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;30;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Non;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;0
H;48;Celibataire;Exerce profession;Cadre;Non;6;4;Oui;Non;Non;180,0;Non;60,0;Non;Non;Comme il faut;1
H;53;Divorce;Exerce profession;Ouvrier qualifie;Non;2;3;Non;Non;Non;180,0;Non;60,0;Non;Non;Comme il faut;1
F;47;Divorce;Exerce profession;Employe de bureau;Non;5;2;Non;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;48;Marie;Exerce profession;Employe de bureau;Non;8;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;36;Marie;Exerce profession;Cadre;Non;1;1;Non;Oui;Oui;120,0;Non;51,43;Non;Non;Comme il faut;1
F;64;Marie;Exerce profession;Non concerne;Non;2;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;68;Celibataire;Retraite;Employe de bureau;Non;1;0;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;0
F;21;Celibataire;Etudiant;Non concerne;Non;2;0;Non;Oui;Oui;25,71;Non;0,0;Non;Oui;Pas assez;0
F;27;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;25,71;Non;0,0;Non;Oui;Comme il faut;0
F;22;Celibataire;Etudiant;Employe de bureau;Reprise de formation;1;0;Non;Non;Non;120,0;Non;0,0;Non;Oui;Comme il faut;0
H;54;Divorce;Chomeur;Ouvrier specialise;Non;1;0;Oui;Non;Oui;120,0;Non;120,0;Non;Non;Comme il faut;0
F;25;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;25,71;Non;0,0;Non;Non;Comme il faut;0
H;28;Marie;Exerce profession;Employe de bureau;Non;3;1;Non;Non;Oui;180,0;Non;0,0;Oui;Non;Pas assez;1
H;39;Marie;Autre inactif;Ouvrier qualifie;Non;0;5;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;39;Marie;Exerce profession;Ouvrier specialise;Non;8;4;Non;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;31;Celibataire;Exerce profession;Non concerne;Non;3;0;Non;Oui;Oui;25,71;Non;0,0;Non;Non;Comme il faut;0
H;37;Celibataire;Exerce profession;Cadre;Non;2;0;Oui;Oui;Oui;34,29;Non;0,0;Non;Oui;Comme il faut;0
F;85;Veuf;Au foyer;Non concerne;Non;4;6;Oui;Non;Non;120,0;Non;60,0;Non;Non;Comme il faut;1
F;29;Celibataire;Autre inactif;Ouvrier qualifie;Non;0;2;Oui;Oui;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;34;Celibataire;Autre inactif;Employe de bureau;Non;4;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;78;Marie;Retraite;Ouvrier qualifie;Non;4;1;Non;Non;Non;180,0;Non;60,0;Non;Non;Comme il faut;1
H;51;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
F;41;Marie;Exerce profession;Cadre;Non;1;2;Non;Non;Oui;85,71;Non;0,0;Non;Non;Comme il faut;1
F;45;Marie;Exerce profession;Non concerne;Non;14;2;Non;Non;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;61;Marie;Retraite;Employe de bureau;Non;2;3;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Veuf;Exerce profession;Employe de bureau;Non;11;3;Oui;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;77;Marie;Retraite;Ouvrier qualifie;Non;0;4;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;38;Celibataire;Autre inactif;Non concerne;Non;10;0;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;0
F;67;Divorce;Retraite;Employe de bureau;Non;3;0;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;0
F;76;Marie;Au foyer;Non concerne;Non;0;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;33;Marie;Exerce profession;Autre;Non;1;3;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;32;Celibataire;Autre inactif;Cadre;Non;13;1;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Pas assez;1
F;37;Marie;Exerce profession;Employe de bureau;Non;5;1;Non;Non;Non;60,0;Non;17,14;Non;Non;Comme il faut;1
F;44;Marie;Autre inactif;Non concerne;Non;3;1;Oui;Oui;Non;180,0;Non;0,0;Non;Oui;Comme il faut;1
F;56;Divorce;Exerce profession;Non concerne;Non;2;1;Oui;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;30;Marie;Autre inactif;Employe de bureau;Non;2;2;Oui;Oui;Non;180,0;Non;0,0;Non;Oui;Pas assez;1
H;42;Marie;Exerce profession;Profession intermediaire;Non;3;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;34;Marie;Autre inactif;Non concerne;Non;7;5;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
F;58;Marie;Autre inactif;Ouvrier qualifie;Non;2;2;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;87;Veuf;Retraite;Ouvrier qualifie;Non;1;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;36;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Oui;Oui;Oui;85,71;Non;0,0;Non;Non;Comme il faut;0
F;33;Marie;Autre inactif;Employe de bureau;Non;3;3;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;57;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;0;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;0
F;55;Marie;Retraite;Profession intermediaire;Non;1;3;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;29;Marie;Exerce profession;Employe de bureau;Non;1;1;Oui;Non;Oui;180,0;Non;0,0;Oui;Oui;Comme il faut;1
H;21;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;42,86;Non;0,0;Non;Non;Comme il faut;0
F;38;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;1;Non;Non;Oui;180,0;Non;0,0;Non;Non;Trop;1
H;69;Marie;Retraite;Cadre;Non;1;2;Non;Non;Non;120,0;Non;180,0;Non;Non;Comme il faut;1
H;27;Celibataire;Exerce profession;Technicien;Non;2;1;Oui;Oui;Non;120,0;Non;0,0;Oui;Non;Comme il faut;1
H;52;Marie;Exerce profession;Ouvrier qualifie;Non;2;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;59;Marie;Exerce profession;Non concerne;Non;1;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;69;Veuf;Retraite;Employe de bureau;Non;4;5;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;57;Marie;Autre inactif;Ouvrier qualifie;Non;3;0;Non;Non;Non;240,0;Non;0,0;Non;Non;Pas assez;0
F;39;Marie;Exerce profession;Profession intermediaire;Non;2;3;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;78;Veuf;Autre inactif;Ouvrier qualifie;Non;1;2;Oui;Oui;Non;480,0;Non;0,0;Non;Non;Pas assez;1
F;42;Divorce;Exerce profession;Employe de bureau;Non;1;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;63;Marie;Autre inactif;Employe de bureau;Non;7;7;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;47;Marie;Exerce profession;Non concerne;Non;4;4;Non;Oui;Non;240,0;Non;0,0;Non;Non;Pas assez;1
H;21;Celibataire;Etudiant;Non concerne;Non;1;0;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;0
F;38;Celibataire;Etudiant;Ouvrier specialise;Non;3;4;Non;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;59;Divorce;Exerce profession;Employe de bureau;Non;7;4;Oui;Oui;Non;34,29;Non;0,0;Non;Non;Pas assez;1
F;47;Marie;Exerce profession;Employe de bureau;Non;6;4;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Marie;Exerce profession;Employe de bureau;Non;8;4;Oui;Oui;Oui;42,86;Non;0,0;Non;Non;Comme il faut;1
F;36;Marie;Exerce profession;Employe de bureau;Non;3;1;Oui;Oui;Oui;25,71;Non;0,0;Non;Oui;Comme il faut;1
F;49;Marie;Exerce profession;Cadre;Non;4;2;Non;Non;Non;60,0;Non;120,0;Non;Oui;Comme il faut;1
H;39;Marie;Exerce profession;Non concerne;Non;4;2;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
F;41;Marie;Exerce profession;Employe de bureau;Non;6;2;Non;Non;Oui;0,0;Non;0,0;Non;Non;Pas assez;1
F;31;Marie;Autre inactif;Non concerne;Non;5;1;Non;Non;Non;240,0;Non;60,0;Non;Non;Comme il faut;1
H;69;Divorce;Retraite;Cadre;Non;2;1;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;21;Celibataire;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
F;69;Divorce;Retraite;Employe de bureau;Non;6;3;Non;Non;Non;240,0;Non;0,0;Non;Non;Pas assez;1
F;59;Marie;Autre inactif;Employe de bureau;Non;1;2;Non;Non;Non;420,0;Non;0,0;Non;Non;Pas assez;1
H;69;Divorce;Retraite;Cadre;Non;1;0;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
H;48;Veuf;Exerce profession;Ouvrier specialise;Non;5;1;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;22;Celibataire;Exerce profession;Technicien;Non;2;0;Non;Oui;Oui;120,0;Non;0,0;Non;Oui;Pas assez;0
F;66;Marie;Retraite;Employe de bureau;Non;3;4;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;44;Divorce;Autre inactif;Employe de bureau;Non;13;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;18;Celibataire;Chomeur;Non concerne;Non;7;0;Non;Oui;Non;240,0;Non;0,0;Non;Oui;Comme il faut;0
F;58;Marie;Autre inactif;Ouvrier specialise;Non;3;6;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;52;Marie;Exerce profession;Ouvrier qualifie;Non;8;3;Oui;Non;Non;240,0;Non;60,0;Non;Oui;Trop;1
F;65;Marie;Retraite;Employe de bureau;Non;0;3;Oui;Oui;Non;360,0;Non;0,0;Non;Non;Pas assez;1
F;54;Veuf;Exerce profession;Employe de bureau;Non;2;4;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;67;Marie;Autre inactif;Non concerne;Non;4;2;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;47;Veuf;Exerce profession;Ouvrier specialise;Non;11;0;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
H;61;Marie;Exerce profession;Non concerne;Non;3;2;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
F;19;Marie;Autre inactif;Non concerne;Non;2;1;Non;Oui;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
H;39;Celibataire;Autre inactif;Ouvrier specialise;Non;1;0;Non;Non;Non;360,0;Non;0,0;Oui;Non;Comme il faut;0
F;24;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;0
F;48;Marie;Exerce profession;Autre;Non;10;3;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;35;Celibataire;Exerce profession;Cadre;Non;3;0;Non;Oui;Non;102,86;Non;0,0;Oui;Oui;Pas assez;0
F;26;Celibataire;Exerce profession;Cadre;Non;3;0;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;0
F;48;Marie;Autre inactif;Employe de bureau;Non;0;1;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;46;Marie;Exerce profession;Ouvrier qualifie;Non;6;2;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;26;Celibataire;Etudiant;Non concerne;Reprise de formation;2;0;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
F;28;Celibataire;Exerce profession;Autre;Non;4;0;Non;Non;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;0
F;54;Celibataire;Chomeur;Ouvrier specialise;Non;3;0;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
F;81;Veuf;Retraite;Employe de bureau;Non;1;5;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;40;Celibataire;Exerce profession;Cadre;Non;3;3;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;55;Marie;Exerce profession;Employe de bureau;Non;4;5;Oui;Non;Non;0,0;Non;34,29;Non;Non;Comme il faut;1
F;75;Marie;Autre inactif;Non concerne;Reprise de formation;2;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;31;Marie;Exerce profession;Employe de bureau;Reprise de formation;2;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Oui;Pas assez;1
H;55;Divorce;Autre inactif;Ouvrier qualifie;Non;3;3;Oui;Oui;Oui;240,0;Non;0,0;Non;Non;Pas assez;1
F;43;Marie;Exerce profession;Non concerne;Non;3;0;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;0
H;29;Celibataire;Exerce profession;Non concerne;Non;1;0;Non;Non;Non;25,71;Non;0,0;Non;Non;Comme il faut;0
F;30;Marie;Chomeur;Employe de bureau;Non;3;3;Oui;Non;Non;0,0;Non;0,0;Non;Oui;Pas assez;1
H;37;Celibataire;Exerce profession;Ouvrier qualifie;Non;0;3;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
F;92;Veuf;Retraite;Employe de bureau;Non;3;1;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;46;Marie;Exerce profession;Employe de bureau;Non;5;3;Oui;Oui;Oui;34,29;Non;60,0;Non;Non;Comme il faut;1
F;45;Divorce;Exerce profession;Employe de bureau;Non;7;3;Oui;Oui;Non;240,0;Non;0,0;Oui;Oui;Pas assez;1
H;37;Celibataire;Exerce profession;Profession intermediaire;Non;11;0;Non;Oui;Oui;68,57;Non;0,0;Non;Non;Comme il faut;0
F;50;Marie;Exerce profession;Non concerne;Non;1;3;Non;Oui;Non;120,0;Non;0,0;Non;Oui;Pas assez;1
F;40;Divorce;Exerce profession;Employe de bureau;Non;5;2;Non;Non;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;39;Marie;Autre inactif;Ouvrier specialise;Non;1;3;Oui;Oui;Non;540,0;Non;0,0;Non;Non;Comme il faut;1
F;73;Marie;Retraite;Ouvrier specialise;Non;3;0;Non;Oui;Non;360,0;Non;0,0;Non;Non;Pas assez;0
F;32;Marie;Autre inactif;Ouvrier specialise;Non;5;3;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;78;Veuf;Retraite;Non concerne;Non;1;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Refus;1
F;29;Marie;Exerce profession;Non concerne;Non;4;2;Non;Oui;Oui;0,0;Non;25,71;Non;Non;Pas assez;1
H;21;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;171,43;Non;0,0;Non;Non;Comme il faut;0
H;82;Veuf;Au foyer;Non concerne;Non;3;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;48;Marie;Exerce profession;Profession intermediaire;Non;1;3;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;28;Marie;Autre inactif;Employe de bureau;Non;5;2;Oui;Oui;Oui;300,0;Non;0,0;Non;Oui;Comme il faut;1
H;20;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;0
F;21;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;0
F;41;Marie;Exerce profession;Ouvrier specialise;Non;9;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;25;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;0
F;33;Marie;Exerce profession;Profession intermediaire;Non;2;3;Non;Oui;Non;120,0;Non;0,0;Oui;Oui;Comme il faut;1
F;59;Marie;Exerce profession;Employe de bureau;Non;6;4;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;65;Divorce;Retraite;Profession intermediaire;Non;0;1;Non;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;56;Marie;Exerce profession;Employe de bureau;Non;1;1;Non;Non;Non;34,29;Non;0,0;Non;Non;Comme il faut;1
H;58;Marie;Retraite;Cadre;Non;4;5;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;36;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;24;Celibataire;Autre inactif;Employe de bureau;Non;4;1;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;56;Marie;Exerce profession;Cadre;Non;2;3;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;65;Marie;Retraite;Employe de bureau;Non;4;3;Oui;Non;Non;85,71;Non;120,0;Non;Non;Comme il faut;1
F;39;Celibataire;Exerce profession;Employe de bureau;Non;6;3;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;52;Marie;Exerce profession;Employe de bureau;Non;5;4;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;36;Marie;Exerce profession;Employe de bureau;Non;0;2;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;44;Veuf;Exerce profession;Employe de bureau;Non;6;2;Non;Oui;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;31;Celibataire;Exerce profession;Ouvrier qualifie;Non;9;3;Non;Oui;Oui;240,0;Non;0,0;Non;Non;Comme il faut;1
F;53;Marie;Retraite;Employe de bureau;Non;6;4;Oui;Oui;Non;0,0;Non;60,0;Non;Oui;Comme il faut;1
H;79;Marie;Retraite;Non concerne;Non;1;7;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;51;Marie;Autre inactif;Ouvrier qualifie;Non;3;1;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
H;52;Marie;Exerce profession;Non concerne;Non;8;2;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;70;Veuf;Au foyer;Non concerne;Non;9;1;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;86;Veuf;Retraite;Employe de bureau;Non;8;5;Non;Non;Non;300,0;Non;180,0;Non;Non;Comme il faut;1
F;36;Celibataire;Exerce profession;Employe de bureau;Non;2;2;Non;Oui;Non;360,0;Non;0,0;Oui;Non;Comme il faut;1
H;54;Marie;Exerce profession;Ouvrier qualifie;Non;5;1;Oui;Non;Non;8,57;Non;0,0;Non;Non;Comme il faut;1
F;55;Marie;Autre inactif;Employe de bureau;Non;4;3;Oui;Non;Non;120,0;Non;120,0;Non;Non;Comme il faut;1
F;42;Divorce;Exerce profession;Autre;Non;4;3;Non;Non;Non;60,0;Non;60,0;Non;Oui;Comme il faut;1
H;30;Celibataire;Exerce profession;Employe de bureau;Non;3;0;Non;Non;Oui;42,86;Non;0,0;Non;Non;Pas assez;0
F;35;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Oui;Oui;Non;42,86;Non;0,0;Non;Non;Comme il faut;0
H;47;Marie;Exerce profession;Cadre;Non;1;2;Non;Oui;Oui;51,43;Non;0,0;Non;Non;Comme il faut;1
H;18;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;0
H;58;Veuf;Retraite;Profession intermediaire;Non;2;2;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;37;Celibataire;Exerce profession;Non concerne;Non;1;0;Non;Oui;Oui;85,71;Non;0,0;Non;Oui;Comme il faut;0
F;36;Divorce;Exerce profession;Non concerne;Non;2;3;Non;Oui;Non;8,57;Non;0,0;Non;Non;Comme il faut;1
H;48;Marie;Exerce profession;Ouvrier qualifie;Non;4;3;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;18;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;0
F;60;Marie;Exerce profession;Non concerne;Non;1;2;Non;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;79;Veuf;Retraite;Ouvrier specialise;Non;9;6;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;58;Divorce;Exerce profession;Employe de bureau;Non;4;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;33;Marie;Exerce profession;Autre;Non;1;1;Non;Non;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;56;Divorce;Chomeur;Ouvrier qualifie;Non;1;5;Non;Oui;Non;240,0;Non;0,0;Non;Non;Pas assez;1
H;64;Marie;Retraite;Employe de bureau;Non;6;2;Oui;Non;Non;240,0;Non;0,0;Non;Non;Pas assez;1
H;77;Marie;Retraite;Profession intermediaire;Non;0;4;Oui;Non;Non;180,0;Non;120,0;Non;Non;Comme il faut;1
F;40;Marie;Exerce profession;Employe de bureau;Non;9;4;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;65;Marie;Retraite;Cadre;Non;1;1;Oui;Non;Oui;300,0;Non;0,0;Non;Non;Comme il faut;1
H;70;Marie;Retraite;Autre;Non;0;10;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;25;Celibataire;Chomeur;Ouvrier specialise;Non;3;0;Non;Non;Non;360,0;Non;0,0;Non;Non;Pas assez;0
H;24;Marie;Exerce profession;Technicien;Non;0;0;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
F;52;Marie;Exerce profession;Employe de bureau;Non;4;1;Non;Non;Oui;17,14;Non;0,0;Non;Non;Pas assez;1
H;61;Marie;Retraite;Cadre;Non;1;2;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;29;Celibataire;Exerce profession;Employe de bureau;Non;3;1;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;35;Marie;Exerce profession;Cadre;Non;2;2;Oui;Oui;Oui;180,0;Non;0,0;Oui;Non;Comme il faut;1
F;79;Veuf;Au foyer;Non concerne;Non;1;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;38;Celibataire;Exerce profession;Profession intermediaire;Non;4;1;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
H;48;Marie;Exerce profession;Non concerne;Non;1;3;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;34;Marie;Exerce profession;Profession intermediaire;Non;3;2;Non;Oui;Oui;17,14;Non;60,0;Non;Non;Comme il faut;1
F;52;Marie;Chomeur;Ouvrier specialise;Non;12;4;Non;Oui;Non;300,0;Non;0,0;Non;Non;Trop;1
H;42;Celibataire;Autre inactif;Ouvrier specialise;Non;5;0;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
H;50;Marie;Exerce profession;Non concerne;Non;11;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;53;Marie;Autre inactif;Ouvrier specialise;Non;11;3;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;18;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;0
F;26;Celibataire;Autre inactif;Employe de bureau;Non;3;1;Non;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;57;Divorce;Autre inactif;Employe de bureau;Non;1;6;Non;Oui;Non;240,0;Non;0,0;Non;Non;Pas assez;1
